"observationPeriods","MinDate","ScalingFactors","MeasurementMethods","StatVar","NumPlaces","Units"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_AtLeastOneHourPerDay_ExposureToTobaccoSmoke_In_Count_Person_Urban_Female","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_IncomeOf0To20Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_AtLeastOneHourPerDay_ExposureToTobaccoSmoke_In_Count_Person","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_10YearsOrOver_TobaccoProducts_In_Count_Person_TertiaryEducation","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics]","Percent_AtLeastOneHourPerDay_ExposureToTobaccoSmoke_In_Count_Person_TertiaryEducation_Female","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_SemiUrban_Male","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_ForeignBornWithinEU28","29","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_WithinEU27AndNotACitizen","20","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_TertiaryEducation_Female","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_ForeignBornWithinEU27","25","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_Rural","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_10YearsOrOver_TobaccoProducts_In_Count_Person_LessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Female","30","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_TobaccoSmoking_NeverUsed_ECigarettes_In_Count_Person_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male","31","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_FormerSmoker_Formerly_ECigarettes_In_Count_Person_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_CitizenOutsideEU28","25","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_FormerSmoker_Daily_TobaccoProducts_In_Count_Person_IncomeOf60To80Percentile","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_IncomeOf0To20Percentile","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_CitizenOutsideEU27","24","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_LessThanOneHourPerDay_ExposureToTobaccoSmoke_In_Count_Person_LessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Female","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_WithinEU27AndNotACitizen_Female","27","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_Male_IncomeOf80To100Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_Female_IncomeOf20To40Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person","32","[Percent]"
"[]","2008","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_Cigarettes_In_Count_Person_IncomeOf60To80Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_ForeignBorn","31","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_FormerSmoker_Daily_TobaccoProducts_In_Count_Person_Female","30","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_Female_ForeignBornOutsideEU27","25","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_IncomeOf20To40Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_WithinEU28AndNotACitizen","27","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_Female_ForeignBornOutsideEU28","27","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_Female_IncomeOf0To20Percentile","32","[Percent]"
"[]","2008","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_Cigarettes_In_Count_Person_Female_IncomeOf40To60Percentile","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_AtLeastOnceAWeek_ExposureToTobaccoSmoke_In_Count_Person_TertiaryEducation_Male","29","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_AtLeastOneHourPerDay_ExposureToTobaccoSmoke_In_Count_Person_Male","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_ForeignBornWithinEU28","29","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_SemiUrban_Female","31","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_ForeignBornWithinEU27","25","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_Daily_TobaccoSmoking_ECigarettes_In_Count_Person_TertiaryEducation","31","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_Daily_TobaccoSmoking_10YearsOrOver_TobaccoProducts_In_Count_Person_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male","30","[Percent]"
"[]","2008","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_20OrMoreCigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Female","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_ForeignBornOutsideEU28","28","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_LessThanOneHourPerDay_ExposureToTobaccoSmoke_In_Count_Person_Male","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_LessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Female","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_ForeignBornOutsideEU27","27","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_From5To10Years_TobaccoProducts_In_Count_Person_TertiaryEducation","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_AtLeastOneHourPerDay_ExposureToTobaccoSmoke_In_Count_Person_Rural","31","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_Occasional_TobaccoSmoking_ECigarettes_In_Count_Person","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_Native","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_20OrMoreCigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_TertiaryEducation","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_LessThan20CigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_TertiaryEducation","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_Daily_TobaccoSmoking_From1To5Years_TobaccoProducts_In_Count_Person_LessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_20OrMoreCigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Female_IncomeOf20To40Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_IncomeOf80To100Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_Female","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_LessThanOneHourPerDay_ExposureToTobaccoSmoke_In_Count_Person_Urban","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_20OrMoreCigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Female_IncomeOf40To60Percentile","32","[Percent]"
"[]","2008","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_Cigarettes_In_Count_Person_Male_IncomeOf80To100Percentile","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_FormerSmoker_Daily_TobaccoProducts_In_Count_Person_Female_IncomeOf0To20Percentile","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_20OrMoreCigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_SemiUrban_Male","31","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_Occasional_TobaccoSmoking_ECigarettes_In_Count_Person_TertiaryEducation","31","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_FormerSmoker_Daily_TobaccoProducts_In_Count_Person_Female_IncomeOf20To40Percentile","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_CitizenOutsideEU28","25","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_CitizenOutsideEU27","24","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_Rural_Male","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_Citizen","31","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_LessThanOnceAWeek_ExposureToTobaccoSmoke_In_Count_Person_SemiUrban_Female","28","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_FormerSmoker_Daily_TobaccoProducts_In_Count_Person_Female_IncomeOf40To60Percentile","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_Female_IncomeOf80To100Percentile","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_FormerSmoker_Daily_TobaccoProducts_In_Count_Person_Female_IncomeOf60To80Percentile","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_TertiaryEducation","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_Female_IncomeOf0To20Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_Female_ForeignBornWithinEU27","26","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_WithinEU27AndNotACitizen_Male","17","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_Female_ForeignBornWithinEU28","28","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_From1To5Years_TobaccoProducts_In_Count_Person_Female","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_LessThan20CigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_TertiaryEducation_Female","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_FormerSmoker_Formerly_ECigarettes_In_Count_Person_TertiaryEducation","31","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_FormerSmoker_Daily_TobaccoProducts_In_Count_Person_IncomeOf0To20Percentile","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_IncomeOf20To40Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_AtLeastOneHourPerDay_ExposureToTobaccoSmoke_In_Count_Person_Rural_Male","31","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_FormerSmoker_Daily_TobaccoProducts_In_Count_Person_Male","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_Female_ForeignBorn","30","[Percent]"
"[]","2008","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_LessThan20CigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Female","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_NotACitizen_Male","29","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_Daily_TobaccoSmoking_ECigarettes_In_Count_Person_Male","31","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_From5To10Years_TobaccoProducts_In_Count_Person_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_LessThan20CigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Female_IncomeOf20To40Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_LessThan20CigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Female_IncomeOf40To60Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_20OrMoreCigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Female_IncomeOf60To80Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_LessThan20CigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Female_IncomeOf60To80Percentile","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_LessThanOnceAWeek_ExposureToTobaccoSmoke_In_Count_Person_Urban_Male","28","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_LessThan20CigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Female_IncomeOf0To20Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_LessThan20CigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Male_IncomeOf0To20Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_NotACitizen_Female","29","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_Female_Native","31","[Percent]"
"[]","2008","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_Cigarettes_In_Count_Person_LessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Female","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_AtLeastOnceAWeek_ExposureToTobaccoSmoke_In_Count_Person_Rural_Male","28","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_IncomeOf80To100Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_IncomeOf60To80Percentile","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_LessThanOnceAWeek_ExposureToTobaccoSmoke_In_Count_Person_Rural_Male","28","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_SemiUrban","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_ForeignBornOutsideEU28","28","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_ForeignBornOutsideEU27","26","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_IncomeOf40To60Percentile","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_FormerSmoker_Daily_TobaccoProducts_In_Count_Person_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_Rural_Male","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_LessThan20CigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Rural","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_RarelyOrNever_ExposureToTobaccoSmoke_In_Count_Person_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_LessThan20CigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Female_IncomeOf80To100Percentile","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_AtLeastOnceAWeek_ExposureToTobaccoSmoke_In_Count_Person_Urban_Male","28","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_FormerSmoker_Formerly_ECigarettes_In_Count_Person_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_Cigarettes_In_Count_Person_Rural_Female","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_LessThan20CigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Male_IncomeOf60To80Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_Rural_Male","31","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_FormerSmoker_Daily_TobaccoProducts_In_Count_Person_Male_IncomeOf80To100Percentile","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_LessThan20CigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_IncomeOf80To100Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics]","Percent_LessThanOneHourPerDay_ExposureToTobaccoSmoke_In_Count_Person_TertiaryEducation_Female","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_Male","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_CitizenOutsideEU28_Female","23","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_SemiUrban","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_Female_Native","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_Male_ForeignBornWithinEU28","28","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_Male_ForeignBornWithinEU27","23","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_NonSmoker_TobaccoProducts_In_Count_Person_SemiUrban_Male","31","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_TobaccoProducts_In_Count_Person_WithinEU28AndNotACitizen_Female","22","[Percent]"
"[]","2008","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_Cigarettes_In_Count_Person_Male","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_Female_ForeignBornOutsideEU27","25","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_IncomeOf0To20Percentile","32","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_Female_ForeignBornOutsideEU28","27","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_20OrMoreCigarettesPerDay_TobaccoSmoking_Cigarettes_In_Count_Person_Male_IncomeOf0To20Percentile","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics]","Percent_Daily_TobaccoSmoking_LessThan1Year_TobaccoProducts_In_Count_Person_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics]","Percent_RarelyOrNever_ExposureToTobaccoSmoke_In_Count_Person_TertiaryEducation","32","[Percent]"
"[]","2019","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Daily_TobaccoSmoking_From5To10Years_TobaccoProducts_In_Count_Person_TertiaryEducation_Male","30","[Percent]"
"[]","2014","[100]","[EurostatRegionalStatistics, EurostatRegionalStatistics_LowReliability]","Percent_Occasional_TobaccoSmoking_TobaccoProducts_In_Count_Person_Native","31","[Percent]"
