key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7
202107,observationDate,2021-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202108,observationDate,2021-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202109,observationDate,2021-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202110,observationDate,2021-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202111,observationDate,2021-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202112,observationDate,2021-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202201,observationDate,2022-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202202,observationDate,2022-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202203,observationDate,2022-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202204,observationDate,2022-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202205,observationDate,2022-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202206,observationDate,2022-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202207,observationDate,2022-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202208,observationDate,2022-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202209,observationDate,2022-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202210,observationDate,2022-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202211,observationDate,2022-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202212,observationDate,2022-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202301,observationDate,2023-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202302,observationDate,2023-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202303,observationDate,2023-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202304,observationDate,2023-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202305,observationDate,2023-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202306,observationDate,2023-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202307,observationDate,2023-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202308,observationDate,2023-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202309,observationDate,2023-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202310,observationDate,2023-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202311,observationDate,2023-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202312,observationDate,2023-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202401,observationDate,2024-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202402,observationDate,2024-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202403,observationDate,2024-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202404,observationDate,2024-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202405,observationDate,2024-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202406,observationDate,2024-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202407,observationDate,2024-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202408,observationDate,2024-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202409,observationDate,2024-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202410,observationDate,2024-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202411,observationDate,2024-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202412,observationDate,2024-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202501,observationDate,2025-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202502,observationDate,2025-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202503,observationDate,2025-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202504,observationDate,2025-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202505,observationDate,2025-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202506,observationDate,2025-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202507,observationDate,2025-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202508,observationDate,2025-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202509,observationDate,2025-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202510,observationDate,2025-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202511,observationDate,2025-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202512,observationDate,2025-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202601,observationDate,2026-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202602,observationDate,2026-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202603,observationDate,2026-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202604,observationDate,2026-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202605,observationDate,2026-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202606,observationDate,2026-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202607,observationDate,2026-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202608,observationDate,2026-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202609,observationDate,2026-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202610,observationDate,2026-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202611,observationDate,2026-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202612,observationDate,2026-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202701,observationDate,2027-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202702,observationDate,2027-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202703,observationDate,2027-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202704,observationDate,2027-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202705,observationDate,2027-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202706,observationDate,2027-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202707,observationDate,2027-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202708,observationDate,2027-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202709,observationDate,2027-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202710,observationDate,2027-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202711,observationDate,2027-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202712,observationDate,2027-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202801,observationDate,2028-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202802,observationDate,2028-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202803,observationDate,2028-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202804,observationDate,2028-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202805,observationDate,2028-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202806,observationDate,2028-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202807,observationDate,2028-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202808,observationDate,2028-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202809,observationDate,2028-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202810,observationDate,2028-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202811,observationDate,2028-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202812,observationDate,2028-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202901,observationDate,2029-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202902,observationDate,2029-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202903,observationDate,2029-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202904,observationDate,2029-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202905,observationDate,2029-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202906,observationDate,2029-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202907,observationDate,2029-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202908,observationDate,2029-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202909,observationDate,2029-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202910,observationDate,2029-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202911,observationDate,2029-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
202912,observationDate,2029-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203001,observationDate,2030-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203002,observationDate,2030-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203003,observationDate,2030-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203004,observationDate,2030-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203005,observationDate,2030-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203006,observationDate,2030-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203007,observationDate,2030-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203008,observationDate,2030-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203009,observationDate,2030-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203010,observationDate,2030-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203011,observationDate,2030-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203012,observationDate,2030-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203101,observationDate,2031-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203102,observationDate,2031-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203103,observationDate,2031-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203104,observationDate,2031-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203105,observationDate,2031-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203106,observationDate,2031-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203107,observationDate,2031-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203108,observationDate,2031-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203109,observationDate,2031-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203110,observationDate,2031-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203111,observationDate,2031-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203112,observationDate,2031-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203201,observationDate,2032-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203202,observationDate,2032-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203203,observationDate,2032-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203204,observationDate,2032-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203205,observationDate,2032-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203206,observationDate,2032-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203207,observationDate,2032-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203208,observationDate,2032-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203209,observationDate,2032-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203210,observationDate,2032-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203211,observationDate,2032-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
203212,observationDate,2032-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
